TransactionID,Year,Month,SalePrice_GBP,ProfitMarginPct,Profit_GBP,BuyerAgeGroup,BuyerGender,BuyerRegion,PurchaseChannel,ResaleIntent
1137,2024,7,6291.19,34.0,2139.0,45–59,Male,London,Authorized Dealer,Hold Long-Term
1138,2024,3,8435.14,38.0,3205.35,30–44,Male,Scotland,Authorized Dealer,Sell Within 3y
1139,2024,3,6578.47,30.3,1993.28,60+,Male,North England,Authorized Dealer,Trade-In
1140,2023,5,8135.22,37.6,3058.84,30–44,Male,South East,Authorized Dealer,Hold Long-Term
1141,2023,12,4860.31,34.8,1691.39,45–59,Male,North England,Authorized Dealer,Trade-In
1142,2024,3,8205.1,44.1,3618.45,60+,Male,North England,Authorized Dealer,Sell Within 3y
1143,2024,6,2753.02,25.9,713.03,45–59,Male,London,Authorized Dealer,Trade-In
1144,2023,1,6095.75,36.9,2249.33,60+,Male,Scotland,Authorized Dealer,Hold Long-Term
1145,2024,2,3963.29,32.5,1288.07,60+,Female,South East,Authorized Dealer,Trade-In
1146,2024,1,6804.81,38.5,2619.85,Under 30,Female,London,Authorized Dealer,Hold Long-Term
1147,2024,10,7050.04,40.7,2869.37,45–59,Male,North England,Authorized Dealer,Hold Long-Term
1148,2023,2,6383.5,29.0,1851.22,60+,Male,Scotland,Authorized Dealer,Trade-In
1149,2023,3,7198.25,43.0,3095.25,Under 30,Male,North England,Pre-Owned Dealer,Hold Long-Term
1150,2024,11,3359.95,33.8,1135.66,45–59,Male,Northern Ireland,Authorized Dealer,Trade-In
1151,2024,9,4409.11,34.8,1534.37,30–44,Male,North England,Pre-Owned Dealer,Trade-In
1152,2024,8,6212.5,32.4,2012.85,45–59,Male,South East,Authorized Dealer,Trade-In
1153,2024,11,7879.11,24.6,1938.26,45–59,Male,Midlands,Authorized Dealer,Hold Long-Term
1154,2024,6,7491.33,33.4,2502.1,30–44,Male,London,Authorized Dealer,Hold Long-Term
1155,2024,7,3414.87,29.6,1010.8,45–59,Male,Scotland,Authorized Dealer,Trade-In
1156,2023,7,11325.8,27.6,3125.92,45–59,Male,South East,Pre-Owned Dealer,Sell Within 3y
1157,2023,11,6444.62,41.6,2680.96,30–44,Male,South East,Authorized Dealer,Hold Long-Term
1158,2024,12,12831.32,41.4,5312.17,30–44,Female,North England,Pre-Owned Dealer,Sell Within 3y
1159,2023,4,8825.0,37.4,3300.55,30–44,Male,South East,Authorized Dealer,Hold Long-Term
1160,2024,5,10671.65,31.1,3318.88,30–44,Male,Midlands,Pre-Owned Dealer,Trade-In
1161,2023,8,8309.02,41.6,3456.55,45–59,Male,Scotland,Authorized Dealer,Hold Long-Term
1162,2023,5,5591.22,36.4,2035.2,60+,Male,South East,Authorized Dealer,Hold Long-Term
1163,2023,3,6053.76,34.6,2094.6,45–59,Male,Midlands,Authorized Dealer,Hold Long-Term
1164,2023,3,9506.16,31.8,3022.96,60+,Male,London,Pre-Owned Dealer,Hold Long-Term
1165,2023,2,5822.01,36.5,2125.03,30–44,Female,Midlands,Authorized Dealer,Sell Within 3y
1166,2024,2,3144.94,34.8,1094.44,45–59,Male,Wales,Authorized Dealer,Hold Long-Term
1167,2023,10,6702.6,34.2,2292.29,60+,Male,South East,Pre-Owned Dealer,Trade-In
1168,2024,1,7380.91,34.2,2524.27,60+,Male,London,Pre-Owned Dealer,Sell Within 3y
1169,2023,9,8020.91,39.1,3136.18,Under 30,Male,London,Authorized Dealer,Trade-In
1170,2024,7,8855.43,38.7,3427.05,30–44,Female,Midlands,Authorized Dealer,Hold Long-Term
1171,2024,12,14887.78,42.6,6342.19,45–59,Male,South East,Authorized Dealer,Trade-In
1172,2024,7,3684.5,34.4,1267.47,Under 30,Male,Midlands,Authorized Dealer,Trade-In
1173,2024,12,13564.72,29.8,4042.29,60+,Male,North England,Authorized Dealer,Trade-In
1174,2023,7,8914.73,36.7,3271.71,Under 30,Male,London,Authorized Dealer,Hold Long-Term
1175,2024,11,6665.08,27.7,1846.23,45–59,Male,London,Authorized Dealer,Sell Within 3y
1176,2023,9,3898.81,31.3,1220.33,60+,Male,Midlands,Pre-Owned Dealer,Sell Within 3y
1177,2024,8,6883.75,41.1,2829.22,60+,Female,London,Authorized Dealer,Hold Long-Term
1178,2024,2,8495.33,44.0,3737.95,45–59,Male,North England,Authorized Dealer,Sell Within 3y
1179,2023,7,6572.48,38.3,2517.26,45–59,Male,Midlands,Pre-Owned Dealer,Hold Long-Term
1180,2023,7,5546.76,36.8,2041.21,45–59,Male,North England,Authorized Dealer,Trade-In
1181,2023,3,5253.78,34.3,1802.05,30–44,Male,London,Authorized Dealer,Hold Long-Term
1182,2024,12,4858.93,36.5,1773.51,30–44,Female,Wales,Authorized Dealer,Hold Long-Term
1183,2023,3,8621.41,36.1,3112.33,45–59,Female,Northern Ireland,Authorized Dealer,Sell Within 3y
1184,2024,8,8383.19,37.5,3143.7,30–44,Male,North England,Pre-Owned Dealer,Trade-In
1185,2024,6,9779.42,32.0,3129.41,30–44,Male,South East,Authorized Dealer,Hold Long-Term
1186,2023,10,4888.84,36.9,1803.98,60+,Female,North England,Authorized Dealer,Sell Within 3y
1187,2024,8,11371.04,29.0,3297.6,Under 30,Female,South East,Authorized Dealer,Trade-In
1188,2024,7,17978.95,28.0,5034.11,60+,Male,North England,Authorized Dealer,Trade-In
1189,2024,5,6932.92,41.5,2877.16,30–44,Non-binary/Other,South East,Authorized Dealer,Hold Long-Term
1190,2023,2,10533.61,50.9,5361.61,45–59,Male,North England,Authorized Dealer,Sell Within 3y
1191,2023,12,3925.6,36.9,1448.55,30–44,Female,Wales,Pre-Owned Dealer,Sell Within 3y
1192,2023,12,17248.09,36.2,6243.81,45–59,Male,London,Authorized Dealer,Sell Within 3y
1193,2024,10,8561.63,42.7,3655.82,45–59,Male,Midlands,Authorized Dealer,Trade-In
1194,2023,5,10902.64,29.3,3194.47,60+,Female,South East,Authorized Dealer,Trade-In
1195,2023,8,7488.5,28.1,2104.27,30–44,Male,Wales,Online Boutique,Trade-In
1196,2024,3,3535.88,39.6,1400.21,60+,Female,Wales,Authorized Dealer,Trade-In
1197,2023,5,8111.99,43.0,3488.16,45–59,Female,South East,Authorized Dealer,Sell Within 3y
1198,2023,7,6640.12,38.9,2583.01,45–59,Male,North England,Authorized Dealer,Sell Within 3y
1199,2023,1,9629.27,35.0,3370.24,60+,Male,London,Pre-Owned Dealer,Hold Long-Term
1200,2023,2,4763.11,44.8,2133.87,60+,Female,Midlands,Pre-Owned Dealer,Sell Within 3y
1201,2023,11,1982.11,33.4,662.02,45–59,Male,North England,Authorized Dealer,Sell Within 3y
1202,2024,5,6465.12,35.3,2282.19,Under 30,Male,North England,Authorized Dealer,Sell Within 3y
1203,2024,10,5817.87,33.7,1960.62,45–59,Female,Wales,Authorized Dealer,Hold Long-Term
1204,2024,7,8910.65,30.0,2673.2,60+,Female,Midlands,Authorized Dealer,Sell Within 3y
1205,2023,5,4716.7,34.9,1646.13,60+,Male,South East,Authorized Dealer,Hold Long-Term
1206,2024,1,5712.48,35.3,2016.51,45–59,Female,North England,Authorized Dealer,Trade-In
1207,2023,2,5734.96,35.4,2030.18,45–59,Male,South East,Online Boutique,Trade-In
1208,2024,11,4955.54,38.8,1922.75,60+,Female,Wales,Authorized Dealer,Hold Long-Term
1209,2023,10,8324.93,33.0,2747.23,60+,Male,Scotland,Authorized Dealer,Sell Within 3y
1210,2024,3,5945.69,42.3,2515.03,30–44,Male,South East,Authorized Dealer,Hold Long-Term
1211,2024,7,5461.09,34.4,1878.61,30–44,Female,Midlands,Authorized Dealer,Hold Long-Term
1212,2024,7,5057.68,30.7,1552.71,45–59,Male,London,Authorized Dealer,Trade-In
1213,2024,9,5887.6,30.4,1789.83,60+,Male,Midlands,Online Boutique,Hold Long-Term
1214,2023,9,12297.29,33.9,4168.78,Under 30,Female,Wales,Authorized Dealer,Trade-In
1215,2023,8,6047.87,34.9,2110.71,45–59,Female,North England,Authorized Dealer,Hold Long-Term
1216,2023,5,5112.75,38.0,1942.84,60+,Female,Midlands,Authorized Dealer,Sell Within 3y
1217,2023,8,6940.46,36.6,2540.21,45–59,Male,Wales,Authorized Dealer,Sell Within 3y
1218,2023,11,9159.55,41.5,3801.21,30–44,Male,North England,Authorized Dealer,Trade-In
1219,2024,2,6678.54,33.6,2243.99,45–59,Female,Scotland,Authorized Dealer,Hold Long-Term
1220,2023,10,7857.57,39.3,3088.03,30–44,Male,Wales,Authorized Dealer,Hold Long-Term
1221,2023,6,8574.6,36.4,3121.15,60+,Female,London,Authorized Dealer,Hold Long-Term
1222,2024,8,9007.09,39.2,3530.78,45–59,Male,North England,Authorized Dealer,Sell Within 3y
1223,2024,6,7286.72,32.4,2360.9,45–59,Male,Midlands,Authorized Dealer,Sell Within 3y
1224,2023,8,3828.38,40.3,1542.84,30–44,Male,Scotland,Authorized Dealer,Hold Long-Term
1225,2024,8,6352.21,30.9,1962.83,60+,Female,Scotland,Authorized Dealer,Trade-In
1226,2024,10,5133.71,47.0,2412.84,45–59,Male,Scotland,Pre-Owned Dealer,Sell Within 3y
1227,2024,6,8911.61,28.2,2513.07,45–59,Female,London,Authorized Dealer,Hold Long-Term
1228,2023,2,11117.02,33.7,3746.44,45–59,Male,London,Authorized Dealer,Sell Within 3y
1229,2024,1,5731.38,35.6,2040.37,60+,Male,North England,Authorized Dealer,Hold Long-Term
1230,2023,11,8945.33,43.5,3891.22,60+,Male,London,Authorized Dealer,Hold Long-Term
1231,2024,11,7728.6,44.6,3446.96,30–44,Male,Scotland,Authorized Dealer,Trade-In
1232,2024,4,6073.19,31.0,1882.69,60+,Male,London,Authorized Dealer,Hold Long-Term
1233,2023,12,11623.44,42.0,4881.84,30–44,Male,South East,Authorized Dealer,Hold Long-Term
1234,2024,1,5539.3,28.9,1600.86,30–44,Male,Scotland,Authorized Dealer,Sell Within 3y
1235,2023,11,5062.01,45.1,2282.97,45–59,Male,Scotland,Authorized Dealer,Trade-In
1236,2023,5,4700.08,33.6,1579.23,45–59,Female,South East,Pre-Owned Dealer,Hold Long-Term
1237,2024,4,10127.61,38.8,3929.51,45–59,Female,Northern Ireland,Authorized Dealer,Hold Long-Term
1238,2023,5,4940.24,37.2,1837.77,Under 30,Male,Midlands,Authorized Dealer,Hold Long-Term
1239,2023,10,4915.18,31.7,1558.11,60+,Female,Wales,Authorized Dealer,Hold Long-Term
1240,2024,12,10193.35,36.3,3700.19,30–44,Female,South East,Authorized Dealer,Hold Long-Term
1241,2024,3,7645.06,38.1,2912.77,Under 30,Male,South East,Authorized Dealer,Hold Long-Term
1242,2024,4,6239.61,30.2,1884.36,45–59,Non-binary/Other,South East,Authorized Dealer,Trade-In
1243,2024,3,4725.77,38.0,1795.79,30–44,Male,North England,Pre-Owned Dealer,Hold Long-Term
1244,2024,5,7288.87,35.3,2572.97,45–59,Female,London,Online Boutique,Trade-In
1245,2024,4,4345.52,32.2,1399.26,45–59,Male,South East,Authorized Dealer,Hold Long-Term
1246,2024,10,7173.39,41.3,2962.61,30–44,Male,Scotland,Pre-Owned Dealer,Hold Long-Term
1247,2024,11,7034.35,32.5,2286.16,30–44,Male,London,Authorized Dealer,Sell Within 3y
1248,2023,10,6449.31,27.8,1792.91,60+,Female,South East,Authorized Dealer,Trade-In
1249,2023,11,7157.16,39.5,2827.08,60+,Male,South East,Authorized Dealer,Sell Within 3y
1250,2024,6,8469.7,31.2,2642.55,30–44,Non-binary/Other,London,Authorized Dealer,Hold Long-Term
1251,2024,10,3235.17,36.5,1180.84,60+,Male,London,Authorized Dealer,Trade-In
1252,2023,11,4372.76,31.2,1364.3,60+,Male,Northern Ireland,Authorized Dealer,Trade-In
1253,2024,6,8855.24,42.5,3763.48,30–44,Female,South East,Pre-Owned Dealer,Sell Within 3y
1254,2024,1,6244.24,36.9,2304.12,60+,Male,London,Authorized Dealer,Trade-In
1255,2023,10,9303.45,39.6,3684.17,45–59,Male,London,Pre-Owned Dealer,Hold Long-Term
1256,2024,9,13043.97,33.0,4304.51,45–59,Male,North England,Authorized Dealer,Sell Within 3y
1257,2024,11,12317.52,31.2,3843.07,45–59,Female,South East,Pre-Owned Dealer,Hold Long-Term
1258,2023,1,9842.93,35.6,3504.08,60+,Male,London,Authorized Dealer,Hold Long-Term
1259,2024,12,6917.82,39.1,2704.87,Under 30,Male,North England,Authorized Dealer,Hold Long-Term
1260,2024,3,10654.12,39.2,4176.42,30–44,Male,North England,Authorized Dealer,Trade-In
1261,2024,9,5241.73,43.8,2295.88,45–59,Male,Wales,Authorized Dealer,Sell Within 3y
1262,2024,12,7197.59,37.5,2699.1,30–44,Male,South East,Authorized Dealer,Trade-In
1263,2023,12,6011.43,44.0,2645.03,60+,Male,North England,Authorized Dealer,Hold Long-Term
1264,2023,12,5527.67,30.5,1685.94,30–44,Male,London,Pre-Owned Dealer,Sell Within 3y
1265,2023,12,4966.4,34.3,1703.48,30–44,Male,Midlands,Authorized Dealer,Sell Within 3y
1266,2023,8,7886.03,31.1,2452.56,60+,Male,Scotland,Authorized Dealer,Trade-In
1267,2024,9,3620.82,36.8,1332.46,30–44,Female,London,Authorized Dealer,Sell Within 3y
1268,2023,6,3080.63,31.3,964.24,60+,Female,Northern Ireland,Authorized Dealer,Trade-In
1269,2024,6,9903.98,38.6,3822.94,45–59,Male,Midlands,Pre-Owned Dealer,Trade-In
1270,2023,11,7824.12,36.0,2816.68,45–59,Male,London,Authorized Dealer,Trade-In
1271,2024,5,9234.01,37.3,3444.29,45–59,Male,Midlands,Authorized Dealer,Sell Within 3y
1272,2023,5,6346.64,37.5,2379.99,60+,Male,London,Authorized Dealer,Hold Long-Term
1273,2023,3,8028.25,34.5,2769.75,60+,Female,North England,Authorized Dealer,Hold Long-Term
1274,2023,7,5473.05,41.3,2260.37,45–59,Male,London,Pre-Owned Dealer,Sell Within 3y
1275,2024,12,5409.69,46.5,2515.51,60+,Male,Wales,Pre-Owned Dealer,Hold Long-Term
1276,2024,2,4265.31,38.7,1650.67,60+,Male,North England,Pre-Owned Dealer,Hold Long-Term
1277,2023,8,13548.16,37.0,5012.82,60+,Female,Scotland,Authorized Dealer,Hold Long-Term
1278,2023,7,4544.31,38.8,1763.19,45–59,Male,Midlands,Authorized Dealer,Hold Long-Term
1279,2023,9,12411.79,33.1,4108.3,30–44,Male,Wales,Authorized Dealer,Hold Long-Term
1280,2024,2,4113.17,31.9,1312.1,30–44,Female,London,Pre-Owned Dealer,Hold Long-Term
1281,2024,1,4643.6,32.9,1527.74,45–59,Female,London,Authorized Dealer,Sell Within 3y
1282,2024,4,10790.17,38.5,4154.22,Under 30,Female,London,Pre-Owned Dealer,Hold Long-Term
1283,2024,7,8369.94,37.7,3155.47,45–59,Male,North England,Authorized Dealer,Trade-In
1284,2023,3,7829.81,43.9,3437.29,30–44,Male,London,Authorized Dealer,Hold Long-Term
1285,2024,7,4598.73,29.1,1338.23,45–59,Female,South East,Authorized Dealer,Trade-In
1286,2024,9,9753.02,38.8,3784.17,30–44,Male,North England,Authorized Dealer,Hold Long-Term
1287,2024,1,4723.15,43.1,2035.68,45–59,Female,London,Authorized Dealer,Hold Long-Term
1288,2023,8,7495.31,30.2,2263.58,45–59,Male,South East,Authorized Dealer,Hold Long-Term
1289,2024,5,4991.91,40.5,2021.72,45–59,Male,Midlands,Authorized Dealer,Hold Long-Term
1290,2023,11,12284.81,39.0,4791.08,30–44,Male,North England,Pre-Owned Dealer,Sell Within 3y
1291,2023,12,7787.02,36.2,2818.9,60+,Female,London,Authorized Dealer,Sell Within 3y
1292,2023,11,11329.7,28.5,3228.96,45–59,Male,North England,Authorized Dealer,Hold Long-Term
1293,2023,2,6249.39,32.5,2031.05,30–44,Female,South East,Authorized Dealer,Hold Long-Term
1294,2023,2,5007.73,40.2,2013.11,45–59,Male,North England,Online Boutique,Trade-In
1295,2024,10,3860.55,41.1,1586.69,30–44,Male,North England,Authorized Dealer,Sell Within 3y
1296,2024,12,7346.9,35.4,2600.8,45–59,Male,North England,Authorized Dealer,Hold Long-Term
1297,2023,4,10665.89,35.0,3733.06,30–44,Male,London,Authorized Dealer,Hold Long-Term
1298,2024,11,8214.24,42.6,3499.27,60+,Male,North England,Authorized Dealer,Hold Long-Term
1299,2024,7,5009.47,37.0,1853.5,Under 30,Female,London,Authorized Dealer,Sell Within 3y
1300,2024,5,5557.8,39.0,2167.54,45–59,Male,North England,Authorized Dealer,Hold Long-Term
1301,2024,1,5559.16,39.8,2212.55,45–59,Male,London,Authorized Dealer,Trade-In
1302,2024,7,6566.4,27.1,1779.49,30–44,Male,North England,Pre-Owned Dealer,Sell Within 3y
1303,2024,8,8757.53,51.5,4510.13,60+,Male,Northern Ireland,Authorized Dealer,Hold Long-Term
1304,2024,1,7019.07,39.2,2751.48,30–44,Male,London,Pre-Owned Dealer,Sell Within 3y
1305,2024,5,8816.87,45.8,4038.13,60+,Male,London,Authorized Dealer,Hold Long-Term
1306,2024,3,7918.86,32.7,2589.47,45–59,Non-binary/Other,North England,Pre-Owned Dealer,Sell Within 3y
1307,2023,2,4435.69,28.2,1250.86,60+,Male,London,Authorized Dealer,Hold Long-Term
1308,2023,4,6893.96,39.1,2695.54,30–44,Male,South East,Authorized Dealer,Sell Within 3y
1309,2024,2,4462.09,28.2,1258.31,60+,Male,South East,Authorized Dealer,Hold Long-Term
1310,2023,7,6899.98,32.9,2270.09,45–59,Female,London,Authorized Dealer,Hold Long-Term
1311,2024,10,7899.9,35.8,2828.16,30–44,Male,Scotland,Authorized Dealer,Trade-In
1312,2024,2,4875.68,29.8,1452.95,60+,Female,Scotland,Authorized Dealer,Hold Long-Term
1313,2024,10,3932.03,36.6,1439.12,60+,Male,North England,Authorized Dealer,Trade-In
1314,2023,12,7228.47,36.1,2609.48,60+,Male,London,Authorized Dealer,Hold Long-Term
1315,2024,3,6339.54,34.9,2212.5,Under 30,Female,Scotland,Authorized Dealer,Sell Within 3y
1316,2024,11,10554.98,33.5,3535.92,45–59,Male,South East,Authorized Dealer,Sell Within 3y
1317,2023,12,5123.89,42.8,2193.02,45–59,Male,South East,Authorized Dealer,Hold Long-Term
1318,2024,5,12736.52,36.4,4636.09,45–59,Male,Scotland,Pre-Owned Dealer,Hold Long-Term
1319,2024,1,8631.42,37.3,3219.52,30–44,Male,South East,Pre-Owned Dealer,Trade-In
1320,2024,10,3649.82,38.3,1397.88,30–44,Male,South East,Online Boutique,Trade-In
1321,2023,1,5086.98,32.6,1658.36,60+,Male,Wales,Authorized Dealer,Hold Long-Term
1322,2024,7,6727.07,34.9,2347.75,30–44,Male,London,Pre-Owned Dealer,Hold Long-Term
1323,2023,4,6340.76,47.6,3018.2,Under 30,Male,London,Pre-Owned Dealer,Trade-In
1324,2024,3,4670.5,33.0,1541.26,30–44,Male,Scotland,Authorized Dealer,Sell Within 3y
1325,2024,6,3228.75,44.1,1423.88,45–59,Male,London,Authorized Dealer,Hold Long-Term
1326,2024,7,5878.12,27.4,1610.6,Under 30,Female,London,Pre-Owned Dealer,Hold Long-Term
1327,2023,2,6078.61,37.2,2261.24,Under 30,Male,South East,Pre-Owned Dealer,Hold Long-Term
1328,2024,2,8352.09,33.5,2797.95,30–44,Male,London,Authorized Dealer,Trade-In
1329,2024,12,7170.51,37.5,2688.94,45–59,Male,Midlands,Authorized Dealer,Hold Long-Term
1330,2023,8,4334.16,39.4,1707.66,60+,Female,Scotland,Authorized Dealer,Trade-In
1331,2024,9,9047.45,38.9,3519.46,60+,Male,London,Authorized Dealer,Sell Within 3y
1332,2024,11,5249.37,32.3,1695.55,30–44,Male,South East,Online Boutique,Sell Within 3y
1333,2024,3,9719.54,30.9,3003.34,45–59,Male,Northern Ireland,Authorized Dealer,Hold Long-Term
1334,2024,1,5515.8,38.9,2145.65,60+,Female,Northern Ireland,Authorized Dealer,Hold Long-Term
1335,2023,5,5342.29,42.3,2259.79,Under 30,Male,London,Authorized Dealer,Hold Long-Term
1336,2024,2,6624.78,39.2,2596.91,60+,Male,North England,Authorized Dealer,Sell Within 3y
1337,2024,3,9022.01,43.2,3897.51,60+,Male,Scotland,Authorized Dealer,Hold Long-Term
1338,2024,4,7370.21,32.8,2417.43,30–44,Female,Midlands,Authorized Dealer,Trade-In
1339,2023,2,3964.86,31.6,1252.9,60+,Non-binary/Other,Wales,Authorized Dealer,Hold Long-Term
1340,2023,2,9774.59,34.1,3333.14,45–59,Female,Northern Ireland,Pre-Owned Dealer,Hold Long-Term
1341,2023,12,5091.69,41.0,2087.59,45–59,Male,Scotland,Authorized Dealer,Trade-In
1342,2023,2,3742.46,34.4,1287.41,30–44,Female,Wales,Authorized Dealer,Trade-In
1343,2023,4,3379.2,30.7,1037.41,60+,Female,North England,Authorized Dealer,Hold Long-Term
1344,2023,10,11149.21,40.2,4481.98,45–59,Male,South East,Pre-Owned Dealer,Hold Long-Term
1345,2024,3,12171.34,33.2,4040.88,30–44,Female,London,Authorized Dealer,Trade-In
1346,2024,3,5348.98,32.6,1743.77,60+,Female,Midlands,Pre-Owned Dealer,Hold Long-Term
1347,2024,4,5915.2,29.6,1750.9,45–59,Female,Midlands,Pre-Owned Dealer,Trade-In
1348,2023,9,6499.37,38.6,2508.76,60+,Male,London,Pre-Owned Dealer,Hold Long-Term
1349,2023,11,4024.06,36.6,1472.81,45–59,Female,North England,Authorized Dealer,Trade-In
1350,2023,4,7000.5,40.8,2856.2,45–59,Male,Wales,Online Boutique,Sell Within 3y
1351,2023,10,8268.57,34.2,2827.85,30–44,Male,South East,Authorized Dealer,Hold Long-Term
1352,2023,6,5608.38,37.1,2080.71,60+,Female,Scotland,Pre-Owned Dealer,Hold Long-Term
1353,2023,9,7301.28,42.0,3066.54,60+,Male,North England,Authorized Dealer,Trade-In
1354,2023,9,5627.04,31.5,1772.52,30–44,Male,Northern Ireland,Pre-Owned Dealer,Trade-In
1355,2023,6,9961.93,45.5,4532.68,Under 30,Female,Midlands,Authorized Dealer,Hold Long-Term
1356,2024,11,4604.04,37.1,1708.1,45–59,Male,Scotland,Online Boutique,Hold Long-Term
1357,2023,1,5507.19,35.3,1944.04,30–44,Male,South East,Authorized Dealer,Trade-In
1358,2023,6,11731.32,38.8,4551.75,45–59,Male,London,Authorized Dealer,Sell Within 3y
1359,2024,4,7138.34,37.5,2676.88,45–59,Female,South East,Authorized Dealer,Hold Long-Term
1360,2024,5,17342.28,34.6,6000.43,45–59,Male,North England,Authorized Dealer,Hold Long-Term
1361,2024,5,8917.19,36.9,3290.44,45–59,Female,South East,Authorized Dealer,Sell Within 3y
1362,2024,8,10557.96,40.0,4223.18,45–59,Non-binary/Other,North England,Authorized Dealer,Sell Within 3y
1363,2023,10,8599.55,44.5,3826.8,60+,Male,Midlands,Pre-Owned Dealer,Sell Within 3y
1364,2024,3,4908.64,42.1,2066.54,45–59,Male,Northern Ireland,Pre-Owned Dealer,Trade-In
1365,2024,4,9646.1,43.0,4147.82,60+,Male,London,Authorized Dealer,Trade-In
1366,2024,3,4467.36,40.3,1800.35,60+,Female,London,Authorized Dealer,Hold Long-Term
1367,2023,11,3449.01,36.8,1269.24,60+,Male,London,Authorized Dealer,Trade-In
1368,2023,2,7755.27,31.4,2435.15,30–44,Male,South East,Authorized Dealer,Sell Within 3y
1369,2024,11,9886.35,35.2,3480.0,60+,Male,North England,Authorized Dealer,Trade-In
1370,2023,4,10884.12,33.1,3602.64,45–59,Male,North England,Pre-Owned Dealer,Hold Long-Term
1371,2024,10,7829.07,39.8,3115.97,60+,Female,Midlands,Authorized Dealer,Sell Within 3y
1372,2024,7,6453.66,24.6,1587.6,60+,Female,London,Authorized Dealer,Trade-In
1373,2023,1,6284.42,34.4,2161.84,60+,Male,London,Authorized Dealer,Hold Long-Term
1374,2024,8,8203.33,38.9,3191.1,45–59,Female,South East,Authorized Dealer,Sell Within 3y
1375,2023,6,9907.0,38.1,3774.57,30–44,Male,Midlands,Authorized Dealer,Trade-In
1376,2024,12,6706.84,38.1,2555.31,45–59,Female,London,Authorized Dealer,Hold Long-Term
1377,2024,5,8555.5,38.0,3251.09,60+,Female,South East,Authorized Dealer,Hold Long-Term
1378,2024,4,10540.93,29.5,3109.57,30–44,Female,South East,Authorized Dealer,Hold Long-Term
1379,2023,4,10726.27,43.0,4612.3,30–44,Male,Midlands,Authorized Dealer,Hold Long-Term
1380,2023,9,10578.69,40.5,4284.37,Under 30,Male,North England,Authorized Dealer,Hold Long-Term
1381,2023,1,9270.57,42.5,3939.99,45–59,Male,South East,Pre-Owned Dealer,Hold Long-Term
1382,2024,8,13264.42,37.5,4974.16,60+,Male,London,Pre-Owned Dealer,Hold Long-Term
1383,2024,5,4670.78,34.5,1611.42,30–44,Male,South East,Authorized Dealer,Trade-In
1384,2023,12,12988.51,40.6,5273.34,60+,Male,Midlands,Pre-Owned Dealer,Trade-In
1385,2024,6,6843.27,33.3,2278.81,45–59,Male,South East,Pre-Owned Dealer,Hold Long-Term
1386,2024,12,3582.46,31.0,1110.56,45–59,Female,North England,Authorized Dealer,Hold Long-Term
1387,2023,12,6976.96,26.9,1876.8,60+,Female,South East,Pre-Owned Dealer,Hold Long-Term
1388,2024,6,7547.46,32.0,2415.19,60+,Female,London,Authorized Dealer,Hold Long-Term
1389,2024,3,3916.65,35.2,1378.66,60+,Male,Midlands,Authorized Dealer,Hold Long-Term
1390,2024,5,6713.71,28.6,1920.12,45–59,Female,South East,Authorized Dealer,Hold Long-Term
1391,2023,4,2768.02,27.6,763.97,45–59,Male,Wales,Pre-Owned Dealer,Sell Within 3y
1392,2024,11,13095.61,33.1,4334.65,60+,Male,London,Authorized Dealer,Hold Long-Term
1393,2023,12,5981.23,41.1,2458.29,60+,Female,London,Online Boutique,Hold Long-Term
1394,2023,1,6621.76,34.5,2284.51,60+,Non-binary/Other,Midlands,Authorized Dealer,Hold Long-Term
1395,2024,5,9729.02,37.4,3638.65,30–44,Female,Midlands,Authorized Dealer,Sell Within 3y
1396,2024,9,6663.88,30.7,2045.81,60+,Male,South East,Online Boutique,Sell Within 3y
1397,2023,11,4012.17,36.7,1472.47,60+,Male,South East,Pre-Owned Dealer,Sell Within 3y
1398,2024,11,3065.16,38.7,1186.22,Under 30,Male,London,Authorized Dealer,Sell Within 3y
1399,2024,6,8644.69,29.5,2550.18,45–59,Male,South East,Authorized Dealer,Sell Within 3y
1400,2024,11,9132.17,33.5,3059.28,Under 30,Male,South East,Authorized Dealer,Sell Within 3y
1401,2024,9,5578.47,34.2,1907.84,30–44,Non-binary/Other,North England,Authorized Dealer,Sell Within 3y
1402,2024,1,2977.32,37.8,1125.43,30–44,Female,Northern Ireland,Authorized Dealer,Sell Within 3y
1403,2024,11,7558.47,33.0,2494.3,45–59,Male,London,Authorized Dealer,Hold Long-Term
1404,2023,8,6588.8,27.5,1811.92,45–59,Female,London,Authorized Dealer,Hold Long-Term
1405,2024,12,8488.98,33.3,2826.83,45–59,Female,London,Authorized Dealer,Hold Long-Term
1406,2023,5,4829.99,43.1,2081.73,45–59,Female,South East,Authorized Dealer,Hold Long-Term
1407,2023,3,2873.11,42.6,1223.94,45–59,Male,Northern Ireland,Authorized Dealer,Trade-In
1408,2023,1,5326.38,33.2,1768.36,30–44,Male,London,Authorized Dealer,Trade-In
1409,2024,2,9035.64,31.8,2873.33,45–59,Male,Scotland,Authorized Dealer,Sell Within 3y
1410,2023,10,10056.96,31.1,3127.71,60+,Male,Midlands,Pre-Owned Dealer,Trade-In
1411,2023,8,5772.86,34.0,1962.77,45–59,Male,London,Authorized Dealer,Hold Long-Term
1412,2024,5,5297.21,36.9,1954.67,60+,Male,South East,Authorized Dealer,Trade-In
1413,2023,8,3220.25,39.9,1284.88,60+,Female,London,Authorized Dealer,Trade-In
